trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
93,False,"{'a': 0.999, 'e': 0.9111511025165897}",25,0,-67.6093526265793,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
94,False,"{'a': 0.999, 'e': 0.9102399514140731}",25,0,-118.4723507411057,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
95,False,"{'a': 0.999, 'e': 0.9093297114626591}",30,0,-84.97716141201488,"{0: 17, 1: 7, 2: 5, 3: 1, 4: 0}",0
96,False,"{'a': 0.999, 'e': 0.9084203817511963}",20,0,-126.19564118515692,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
97,False,"{'a': 0.999, 'e': 0.9075119613694451}",30,0,-130.65112927713125,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
98,False,"{'a': 0.999, 'e': 0.9066044494080757}",25,0,-79.2641205699191,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
99,False,"{'a': 0.999, 'e': 0.9056978449586677}",25,0,-163.74302970060955,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 3}",0
100,False,"{'a': 0.999, 'e': 0.9047921471137089}",20,0,-184.97347417981464,"{0: 10, 1: 1, 2: 3, 3: 4, 4: 2}",0
101,False,"{'a': 0.999, 'e': 0.9038873549665952}",30,0,-259.8792670800414,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 5}",0
102,False,"{'a': 0.999, 'e': 0.9029834676116286}",25,19,4.421165355072124,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.999, 'e': 0.902080484144017}",35,0,-115.04565896146863,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
104,False,"{'a': 0.999, 'e': 0.901178403659873}",30,0,-209.76812633569952,"{0: 19, 1: 0, 2: 5, 3: 3, 4: 3}",0
105,False,"{'a': 0.999, 'e': 0.9002772252562131}",20,0,-110.21370896984484,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
106,False,"{'a': 0.999, 'e': 0.8993769480309569}",35,0,-262.25552331090034,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 5}",0
107,False,"{'a': 0.999, 'e': 0.8984775710829259}",30,0,-147.245279341043,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
108,False,"{'a': 0.999, 'e': 0.8975790935118431}",25,0,-161.53837502483972,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
109,False,"{'a': 0.999, 'e': 0.8966815144183312}",20,0,-105.76013143884006,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
